id_estudiante,edad,genero,horas_estudio_dia,horas_redes_sociales,netflix_hours,trabajo_medio_tiempo,porcentaje_asistencia,horas_sueno,calidad_dieta,frecuencia_ejercicio,nivel_educacion_padres,calidad_internet,nivel_salud_mental,participacion_extracurricular,nota_examen
S1488,17,Masculino,5.3,2.5,2.7,Si,83.2,5.8,Buena,3,Bachelor,Regular,6,Si,93.4
S1489,21,Femenino,7.4,3.6,1.3,No,91.6,7.1,Buena,3,Secundaria,Buena,6,Si,100.0
S1490,24,Femenino,4.4,1.4,2.2,No,94.6,5.5,Buena,3,Master,Buena,2,Si,63.6
S1491,21,Femenino,4.0,4.3,2.4,No,84.8,8.3,Buena,0,Secundaria,Buena,2,No,53.0
S1492,17,Masculino,3.8,3.1,2.3,No,77.3,8.1,Buena,2,Secundaria,Buena,6,No,67.8
S1493,22,Femenino,3.0,3.7,0.9,No,67.3,5.9,Mala,5,Bachelor,Regular,10,No,73.9
S1494,21,Masculino,4.0,1.7,2.0,No,78.1,5.7,Regular,3,Secundaria,Buena,5,No,66.5
S1495,23,Masculino,3.1,3.5,2.2,No,78.8,3.4,Regular,0,Master,Buena,7,No,49.9
S1496,19,Femenino,3.8,1.2,1.8,No,86.1,4.7,Buena,6,Secundaria,Regular,7,No,73.9
S1497,20,Masculino,5.5,3.6,0.0,No,81.5,4.9,Regular,1,,Regular,5,No,80.3
S1498,17,Femenino,2.0,2.7,2.0,No,91.9,6.7,Buena,6,Secundaria,Regular,8,No,71.7
S1499,20,Masculino,5.2,3.2,4.2,Si,78.9,6.1,Mala,0,Bachelor,Mala,10,No,83.3
S1500,23,Masculino,5.5,1.1,1.4,No,84.4,4.9,Regular,0,Bachelor,Buena,6,No,84.5
S1501,21,Femenino,3.3,1.4,1.0,No,96.8,6.2,Buena,0,Bachelor,Mala,5,No,74.9
S1502,21,Femenino,0.3,3.2,2.2,No,88.4,7.1,Mala,3,,Regular,4,Si,34.0
S1503,24,Femenino,2.6,1.4,2.1,Si,84.4,7.1,Regular,0,Secundaria,Regular,7,No,63.0
S1504,23,Femenino,5.4,3.1,3.1,No,79.0,4.2,Regular,1,Bachelor,Buena,4,No,77.9
S1505,17,Femenino,3.5,0.9,0.4,No,78.7,6.3,Regular,3,,Regular,5,Si,72.9
S1506,24,Femenino,2.0,3.5,2.6,No,76.5,4.8,Buena,6,Master,Buena,5,No,53.2
S1507,19,Femenino,2.7,1.0,2.4,No,79.6,7.6,Regular,1,,Mala,1,No,57.3
S1508,24,Masculino,4.8,3.2,1.6,No,92.6,7.4,Regular,4,Bachelor,Mala,1,Si,76.6
S1509,18,Femenino,4.3,3.3,2.2,No,82.8,5.4,Mala,6,Secundaria,Regular,3,No,64.6
S1510,17,Masculino,3.1,1.7,2.9,Si,71.5,5.6,Buena,0,Bachelor,Regular,3,Si,51.1
S1511,18,Other,2.9,3.2,2.8,No,100.0,5.9,Regular,5,Secundaria,Regular,2,No,63.0
S1512,23,Femenino,2.9,2.8,0.5,No,88.2,3.8,Buena,5,,Mala,2,Si,61.6
S1513,22,Masculino,2.1,1.9,2.7,Si,70.9,6.9,Buena,3,Secundaria,Buena,6,No,62.5
S1514,18,Femenino,5.9,1.3,1.7,No,80.6,6.2,Regular,5,Secundaria,Buena,1,Si,87.1
S1515,19,Femenino,3.0,0.1,1.9,No,86.1,7.7,Buena,6,Secundaria,Mala,6,Si,82.5
S1516,24,Masculino,5.3,2.9,1.9,No,100.0,5.2,Buena,3,Bachelor,Mala,5,Si,80.9
S1517,22,Femenino,5.8,0.6,1.6,No,73.9,5.8,Regular,6,Bachelor,Buena,6,No,100.0
S1518,24,Femenino,5.0,2.6,3.1,No,94.8,4.7,Mala,0,Bachelor,Buena,5,No,79.6
S1519,18,Masculino,2.9,2.2,1.7,Si,99.0,5.3,Buena,2,Bachelor,Regular,7,No,71.2
S1520,24,Femenino,4.1,3.3,0.6,Si,78.7,5.1,Buena,2,Bachelor,Buena,1,No,62.7
S1521,23,Masculino,3.5,2.1,1.4,No,82.2,7.7,Regular,1,Secundaria,Buena,3,No,64.2
S1522,22,Femenino,2.1,2.1,2.0,No,74.6,5.7,Regular,0,Secundaria,Buena,6,Si,44.1
S1523,23,Other,4.0,3.4,3.2,No,83.0,6.6,Buena,5,Secundaria,Regular,1,No,61.7
S1524,18,Femenino,1.7,2.9,2.5,No,84.6,6.0,Buena,0,Bachelor,Regular,7,Si,39.9
S1525,23,Masculino,5.3,2.9,0.9,No,91.6,5.0,Buena,4,Secundaria,Mala,4,No,84.1
S1526,19,Femenino,2.8,3.1,4.5,No,95.9,6.3,Regular,2,,Buena,3,No,40.7
S1527,18,Femenino,3.8,0.7,2.1,No,77.5,7.2,Buena,5,Bachelor,Buena,10,No,81.8
S1528,18,Masculino,3.9,3.4,3.2,No,65.3,5.1,Regular,6,Secundaria,Regular,9,Si,77.0
S1529,18,Femenino,3.1,3.2,1.6,No,84.8,7.5,Regular,6,Master,Buena,1,No,65.7
S1530,17,Masculino,4.4,1.3,2.4,No,87.9,5.5,Buena,2,Master,Buena,8,Si,80.9
S1531,24,Femenino,2.8,2.2,2.7,No,87.5,5.9,Buena,0,,Buena,1,Si,47.4
S1532,17,Masculino,4.8,2.5,3.1,Si,81.7,7.1,Regular,5,Secundaria,Buena,5,Si,83.0
S1533,17,Masculino,1.5,2.3,3.0,No,86.2,5.7,Regular,1,Secundaria,Buena,10,No,54.2
S1534,19,Masculino,3.7,2.9,2.8,No,100.0,6.5,Buena,6,Bachelor,Regular,8,No,82.5
S1535,22,Femenino,6.4,4.2,1.5,Si,88.8,6.1,Regular,0,Secundaria,Buena,6,No,85.0
S1536,24,Masculino,2.0,3.8,1.2,No,81.3,6.7,Buena,1,Bachelor,Buena,7,Si,40.4
S1537,23,Femenino,2.5,0.9,2.2,Si,80.0,3.6,Buena,5,Bachelor,Regular,8,No,58.9
S1538,21,Masculino,4.3,3.2,2.8,No,83.3,4.3,Mala,2,Secundaria,Mala,6,No,67.5
S1539,18,Masculino,3.8,4.1,1.6,No,100.0,7.2,Buena,4,,Buena,6,Si,81.0
S1540,23,Femenino,4.0,3.0,3.0,No,83.2,7.7,Buena,3,Bachelor,Regular,6,Si,74.7
S1541,18,Femenino,4.2,3.8,3.4,Si,84.8,5.4,Buena,2,Secundaria,Buena,5,No,67.4
S1542,19,Masculino,4.5,4.9,0.8,No,80.2,6.2,Buena,1,Bachelor,Mala,8,No,72.2
S1543,18,Femenino,5.2,3.7,0.9,No,96.0,6.9,Buena,0,Secundaria,Mala,2,No,77.1
S1544,17,Femenino,4.1,2.8,1.6,No,100.0,7.3,Mala,6,Bachelor,Regular,7,No,87.9
S1545,24,Femenino,3.1,3.8,2.1,No,89.5,4.1,Regular,5,Master,Regular,4,Si,54.1
S1546,21,Masculino,4.5,2.7,1.2,Si,85.8,5.4,Buena,2,Master,Buena,1,Si,62.9
S1547,20,Masculino,6.3,2.5,3.3,No,85.4,6.1,Regular,6,Secundaria,Buena,5,No,95.6
S1548,18,Femenino,3.3,2.1,2.3,No,61.2,7.3,Mala,6,Secundaria,Mala,3,No,67.1
S1549,23,Masculino,2.0,4.4,1.8,No,92.5,9.5,Buena,4,Bachelor,Regular,4,No,51.5
S1550,17,Femenino,5.2,1.5,0.2,Si,86.3,6.2,Buena,5,Secundaria,Regular,7,No,97.9
S1551,20,Femenino,3.3,4.3,0.4,Si,89.3,4.8,Mala,1,Secundaria,Regular,5,No,67.0
S1552,21,Femenino,0.2,3.1,2.1,Si,77.9,7.0,Buena,5,Master,Buena,4,Si,31.5
S1553,20,Femenino,4.8,0.8,0.0,No,81.2,8.1,Buena,5,Secundaria,Regular,1,No,88.0
S1554,17,Other,2.7,2.9,2.9,No,80.9,6.6,Regular,0,,Mala,6,No,53.4
S1555,24,Masculino,3.4,0.0,1.6,No,95.2,5.4,Buena,3,,Regular,10,Si,83.4
S1556,24,Femenino,4.0,3.3,5.4,No,81.2,7.6,Regular,6,Bachelor,Mala,6,No,79.0
S1557,22,Masculino,3.8,3.6,4.3,No,100.0,7.3,Mala,1,Bachelor,Mala,7,Si,69.9
S1558,24,Masculino,4.6,1.8,1.6,No,89.3,5.3,Regular,0,Secundaria,Regular,1,Si,60.1
S1559,22,Femenino,2.8,2.6,1.7,No,72.2,7.0,Regular,6,Secundaria,Buena,4,No,70.3
S1560,20,Femenino,4.3,4.8,2.9,Si,83.7,7.7,Regular,3,Secundaria,Buena,9,No,79.8
S1561,19,Other,3.1,1.9,3.7,No,78.5,7.9,Buena,0,Bachelor,Buena,10,Si,66.6
S1562,23,Femenino,4.6,1.2,0.0,No,63.1,6.4,Buena,3,,Regular,6,No,91.7
S1563,23,Masculino,4.4,4.3,0.0,Si,100.0,6.1,Regular,3,Master,Regular,2,No,70.1
S1564,20,Masculino,2.1,4.9,1.1,No,92.0,8.0,Buena,3,Secundaria,Regular,4,No,61.5
S1565,18,Femenino,5.1,2.5,2.4,No,90.3,5.0,Mala,0,Master,Buena,6,No,79.3
S1566,18,Masculino,2.7,3.7,2.3,No,86.7,7.0,Mala,5,Secundaria,Buena,4,Si,63.9
S1567,24,Masculino,4.7,4.1,3.0,No,71.2,4.9,Buena,3,Bachelor,Mala,10,Si,93.1
S1568,23,Masculino,4.1,1.6,0.5,No,80.2,7.8,Mala,5,Secundaria,Mala,7,Si,89.8
S1569,23,Masculino,6.3,1.9,0.0,No,93.4,6.2,Regular,6,,Buena,3,Si,100.0
S1570,22,Masculino,3.2,4.0,2.7,No,74.5,8.0,Buena,6,Master,Buena,6,Si,61.8
S1571,19,Masculino,3.0,4.5,0.9,No,59.7,7.1,Regular,1,Master,Buena,4,Si,51.5
S1572,17,Masculino,3.5,3.2,0.0,No,82.7,5.0,Buena,4,Secundaria,Buena,3,No,60.4
S1573,18,Masculino,3.0,1.4,2.0,No,83.6,8.2,Regular,5,Bachelor,Buena,3,No,67.2
S1574,23,Other,4.7,4.9,2.7,No,86.4,8.4,Mala,6,Bachelor,Regular,2,No,89.6
S1575,22,Masculino,1.1,1.9,1.7,No,92.3,7.6,Regular,4,Master,Buena,3,Si,48.3
S1576,21,Masculino,1.9,2.1,1.3,No,91.4,5.6,Regular,3,Secundaria,Buena,10,No,61.7
S1577,22,Femenino,1.9,2.9,1.6,Si,87.6,6.1,Regular,4,Bachelor,Buena,1,Si,44.4
S1578,18,Masculino,4.9,4.4,1.4,Si,97.0,6.7,Regular,4,Secundaria,Regular,3,No,77.2
S1579,18,Femenino,6.1,3.5,0.3,Si,69.8,5.7,Buena,3,Secundaria,Regular,9,Si,100.0
S1580,22,Femenino,3.3,3.0,1.0,No,90.0,8.5,Buena,5,Master,Regular,4,No,73.0
S1581,17,Masculino,3.2,3.1,2.4,No,91.3,6.7,Regular,3,Secundaria,Regular,3,No,68.5
S1582,20,Masculino,3.6,2.6,2.2,No,72.6,3.3,Regular,1,Secundaria,Buena,8,No,61.0
S1583,18,Femenino,5.2,3.2,2.0,No,70.0,6.9,Regular,2,Bachelor,Mala,1,Si,70.5
S1584,22,Femenino,2.1,0.0,0.7,No,77.5,6.1,Buena,0,Bachelor,Regular,5,No,52.5
S1585,23,Masculino,3.9,2.1,1.6,No,78.4,6.4,Buena,3,Secundaria,Buena,1,No,62.8
S1586,22,Femenino,5.0,2.8,0.0,Si,92.5,6.1,Regular,3,Secundaria,Mala,7,Si,83.5
S1587,19,Masculino,4.3,1.1,2.0,No,78.9,7.5,Buena,4,Master,Regular,5,No,71.4
S1588,20,Other,3.8,3.0,3.4,No,76.4,7.8,Regular,1,Secundaria,Regular,2,No,61.5
S1589,21,Masculino,5.0,2.3,0.2,No,78.9,6.8,Mala,6,Bachelor,Buena,1,No,75.4
S1590,17,Femenino,0.0,4.6,1.2,No,96.2,6.1,Mala,6,Bachelor,Regular,7,No,42.0
S1591,24,Femenino,4.5,4.4,2.2,No,85.1,6.5,Regular,4,Secundaria,Buena,1,No,64.0
S1592,21,Femenino,2.5,1.9,3.2,Si,83.2,6.5,Regular,5,Master,Regular,3,No,60.1
S1593,20,Femenino,0.8,2.3,1.3,Si,83.9,5.5,Mala,3,Bachelor,Buena,6,No,34.7
S1594,20,Masculino,4.3,2.4,1.0,Si,97.9,7.2,Buena,3,Secundaria,Regular,6,No,88.0
S1595,20,Masculino,5.6,2.0,0.0,No,77.5,7.1,Regular,4,Bachelor,Regular,7,No,100.0
S1596,21,Masculino,3.3,2.7,1.9,No,98.2,8.3,Regular,3,Bachelor,Mala,1,No,66.1
S1597,23,Masculino,4.9,1.6,4.0,No,87.1,8.0,Regular,5,Bachelor,Mala,7,No,95.5
S1598,20,Femenino,5.9,1.1,2.1,Si,83.4,5.7,Mala,2,Master,Regular,2,Si,86.4
S1599,22,Masculino,5.5,3.2,1.8,No,100.0,7.5,Regular,0,Secundaria,Mala,6,No,77.3
S1600,21,Masculino,6.0,3.3,2.2,No,74.4,5.4,Regular,0,Secundaria,Regular,8,Si,90.2
S1601,24,Other,4.6,1.5,1.8,No,81.5,7.3,Regular,0,Secundaria,Buena,5,Si,80.2
S1602,20,Femenino,3.6,3.6,0.9,No,72.7,5.9,Mala,2,,Regular,10,Si,72.9
S1603,22,Femenino,1.1,1.7,2.7,No,94.5,5.3,Regular,3,,Regular,3,No,35.8
S1604,23,Other,3.1,2.8,2.0,No,100.0,6.8,Mala,4,Master,Buena,8,Si,72.8
S1605,19,Masculino,2.2,3.5,1.8,No,100.0,3.3,Buena,6,Bachelor,Buena,8,No,67.6
S1606,23,Masculino,6.8,2.5,0.7,No,97.2,4.4,Buena,1,Bachelor,Mala,4,No,93.1
S1607,24,Femenino,3.2,3.0,3.2,No,83.0,6.3,Mala,3,Bachelor,Regular,8,Si,57.5
S1608,20,Femenino,3.7,1.9,2.5,No,81.3,6.6,Regular,2,Bachelor,Buena,5,Si,61.1
S1609,24,Masculino,4.3,2.3,1.2,No,68.3,6.1,Mala,5,Secundaria,Mala,5,No,77.4
S1610,21,Femenino,3.6,2.3,2.9,No,100.0,4.6,Regular,2,Master,Buena,3,No,69.6
S1611,18,Masculino,6.0,1.6,1.3,No,89.7,5.5,Regular,6,Secundaria,Mala,7,No,100.0
S1612,20,Masculino,2.6,2.3,0.9,No,80.1,7.0,Regular,0,Master,Buena,9,No,69.3
S1613,18,Femenino,3.8,0.6,1.0,No,98.3,7.2,Regular,3,Bachelor,Regular,9,No,85.7
S1614,22,Femenino,2.4,1.9,0.0,No,75.3,6.5,Buena,6,Secundaria,Buena,1,No,53.9
S1615,19,Femenino,1.5,2.2,2.3,No,89.1,7.9,Regular,0,Bachelor,Regular,1,No,43.7
S1616,17,Masculino,2.6,2.2,0.0,No,83.3,7.0,Regular,1,Bachelor,Buena,10,No,79.3
S1617,24,Femenino,3.4,2.2,0.4,No,91.4,5.6,Regular,5,Secundaria,Mala,5,No,71.3
S1618,23,Masculino,2.9,2.4,0.0,No,84.4,6.2,Buena,0,Bachelor,Regular,1,Si,61.4
S1619,19,Masculino,2.5,3.1,1.7,No,70.5,4.8,Buena,1,Secundaria,Buena,4,No,45.1
S1620,20,Femenino,1.4,3.5,1.6,No,85.8,6.4,Regular,2,,Regular,1,No,39.8
S1621,18,Femenino,3.4,1.7,1.4,No,95.5,7.8,Buena,0,Master,Buena,2,No,70.7
S1622,23,Femenino,1.2,1.1,0.7,No,84.7,7.3,Regular,0,Bachelor,Regular,2,Si,35.6
S1623,18,Femenino,4.6,1.2,0.5,No,92.8,8.2,Buena,4,Master,Buena,4,No,93.0
S1624,21,Femenino,3.6,1.9,2.3,No,74.5,6.1,Buena,5,Bachelor,Regular,8,Si,83.2
S1625,18,Femenino,1.3,2.1,1.2,No,84.7,8.1,Mala,5,Secundaria,Buena,2,Si,46.6
S1626,21,Masculino,3.0,1.6,2.1,No,78.8,6.3,Buena,6,Bachelor,Buena,9,Si,70.8
S1627,22,Masculino,2.4,0.9,0.8,No,92.5,8.3,Regular,2,Bachelor,Regular,9,No,78.3
S1628,23,Masculino,4.0,2.0,2.0,No,85.3,6.5,Regular,4,Master,Buena,2,Si,70.7
S1629,23,Masculino,5.5,2.7,3.2,Si,91.9,7.3,Regular,6,Secundaria,Buena,1,No,82.6
S1630,17,Femenino,0.7,3.2,2.4,No,95.9,8.3,Buena,1,Master,Regular,10,Si,50.3
S1631,20,Femenino,3.7,1.8,1.3,No,91.9,6.3,Regular,6,Master,Buena,10,No,80.9
S1632,21,Masculino,3.3,2.0,2.1,No,87.7,6.8,Mala,1,Bachelor,Mala,9,Si,75.4
S1633,17,Masculino,4.5,1.4,1.5,No,75.0,8.0,Buena,2,Master,Buena,2,Si,83.7
S1634,18,Femenino,3.8,2.5,1.8,No,85.0,6.3,Mala,5,Secundaria,Regular,8,No,76.8
S1635,18,Masculino,2.4,1.5,1.4,No,79.7,4.9,Mala,1,Master,Mala,3,No,45.8
S1636,17,Femenino,3.0,3.2,1.6,No,81.6,9.1,Regular,2,Bachelor,Regular,1,Si,58.4
S1637,23,Femenino,2.3,0.4,2.0,No,81.3,5.9,Regular,6,,Buena,1,Si,70.3
S1638,18,Femenino,5.1,2.1,0.7,Si,75.2,6.7,Regular,1,Master,Buena,10,Si,99.4
S1639,24,Femenino,3.5,2.9,0.7,No,65.4,7.9,Mala,3,Secundaria,Buena,2,No,62.9
S1640,22,Femenino,6.4,2.7,0.3,Si,78.3,5.8,Buena,0,Secundaria,Regular,7,No,98.0
S1641,22,Masculino,3.4,5.7,0.0,No,86.9,5.3,Buena,6,Bachelor,Mala,6,No,74.7
S1642,24,Femenino,2.4,2.9,0.5,No,71.5,6.8,Regular,5,Secundaria,Buena,2,Si,50.4
S1643,17,Femenino,1.2,1.3,2.0,No,85.2,4.3,Regular,6,Secundaria,Buena,4,No,49.4
S1644,24,Masculino,0.8,2.4,0.8,No,100.0,6.2,Regular,3,Bachelor,Regular,2,Si,35.3
S1645,21,Femenino,1.1,0.4,2.4,Si,95.2,6.8,Buena,2,,Regular,1,Si,46.3
S1646,21,Femenino,3.9,2.4,1.8,No,100.0,6.2,Mala,2,Secundaria,Regular,3,No,68.4
S1647,17,Femenino,4.3,1.5,0.0,No,88.9,4.6,Mala,6,,Regular,4,No,84.2
S1648,24,Femenino,1.1,3.6,2.5,No,96.7,8.4,Buena,3,Secundaria,Buena,10,Si,54.6
S1649,21,Femenino,4.8,1.8,2.7,No,77.8,6.6,Regular,6,Bachelor,Regular,5,No,88.0
S1650,23,Femenino,2.8,2.4,0.7,No,78.6,8.2,Regular,0,Bachelor,Buena,5,No,61.5
S1651,24,Femenino,3.7,1.7,2.3,Si,57.6,6.2,Buena,0,Master,Regular,7,No,75.7
S1652,23,Femenino,5.9,4.6,0.9,No,96.9,5.4,Buena,4,Bachelor,Regular,10,No,100.0
S1653,21,Femenino,4.8,2.1,1.9,No,100.0,6.8,Regular,1,Secundaria,Buena,8,No,82.6
S1654,22,Femenino,3.1,4.7,0.4,No,79.5,6.2,Buena,4,Master,Buena,9,No,71.5
S1655,21,Femenino,2.2,3.5,0.0,No,82.5,5.1,Mala,0,Bachelor,Regular,7,No,57.6
S1656,23,Masculino,0.3,3.1,1.4,Si,77.5,8.3,Buena,3,Bachelor,Buena,5,No,36.1
S1657,19,Femenino,2.4,2.9,1.7,No,88.8,5.8,Regular,1,Bachelor,Regular,9,Si,67.4
S1658,20,Femenino,3.2,3.0,1.4,Si,96.2,4.3,Buena,3,Master,Buena,8,No,74.8
S1659,18,Masculino,2.0,0.2,0.5,No,67.6,8.1,Buena,4,Bachelor,Regular,10,Si,73.6
S1660,24,Femenino,3.3,2.2,1.4,No,89.1,5.9,Buena,2,Secundaria,Buena,9,Si,79.5
S1661,19,Masculino,3.6,3.5,2.1,No,82.2,5.8,Buena,3,Bachelor,Mala,10,No,62.5
S1662,21,Masculino,3.2,2.4,1.8,No,86.1,4.4,Regular,4,,Regular,8,Si,76.3
S1663,22,Femenino,2.5,0.8,2.0,No,89.6,8.6,Regular,4,Secundaria,Buena,6,No,75.6
S1664,17,Masculino,3.8,2.4,1.1,No,83.1,5.0,Regular,4,Secundaria,Buena,4,No,64.4
S1665,21,Femenino,4.2,4.5,3.1,No,84.0,6.6,Buena,2,Secundaria,Regular,9,No,75.3
S1666,22,Femenino,1.9,4.0,0.5,Si,82.9,7.6,Buena,2,,Regular,9,Si,50.4
S1667,20,Femenino,5.6,2.4,2.3,No,94.7,7.0,Regular,6,Secundaria,Regular,10,Si,100.0
S1668,21,Masculino,3.4,3.6,3.1,No,89.2,6.4,Buena,2,Bachelor,Buena,10,No,76.4
S1669,23,Masculino,3.5,2.1,2.3,No,87.2,4.5,Buena,1,Bachelor,Buena,9,No,69.9
S1670,17,Femenino,4.6,0.5,1.6,No,72.3,5.5,Buena,2,Master,Buena,10,Si,88.9
S1671,22,Other,3.8,1.4,1.2,No,81.2,6.7,Buena,2,Secundaria,Regular,3,Si,70.4
S1672,22,Femenino,4.9,4.4,2.9,No,94.0,5.6,Regular,2,Bachelor,Buena,3,No,69.4
S1673,22,Masculino,3.9,2.2,0.2,No,85.4,6.7,Mala,3,Master,Regular,6,Si,84.9
S1674,20,Femenino,2.6,2.2,0.7,No,91.6,7.3,Mala,2,Secundaria,Mala,6,No,63.6
S1675,21,Femenino,4.0,2.1,1.4,No,100.0,7.7,Regular,1,Bachelor,Buena,6,No,82.2
S1676,20,Femenino,1.8,4.8,3.2,No,95.4,5.0,Buena,4,Bachelor,Buena,5,No,37.4
S1677,24,Masculino,3.7,4.5,2.2,No,85.9,9.1,Buena,3,,Buena,5,No,73.8
S1678,18,Femenino,3.5,5.2,0.7,Si,79.9,7.4,Buena,0,Master,Buena,2,Si,53.4
S1679,18,Femenino,3.2,2.3,1.5,No,59.5,6.5,Buena,2,Bachelor,Buena,7,No,64.2
S1680,24,Other,3.3,2.9,1.1,No,83.3,7.8,Mala,6,,Buena,4,No,70.4
S1681,21,Masculino,0.7,0.7,1.0,No,81.7,9.3,Mala,6,,Regular,3,No,51.5
S1682,23,Femenino,2.7,4.3,2.9,No,88.9,4.8,Mala,4,,Regular,8,No,53.4
S1683,20,Femenino,3.6,1.1,0.3,Si,83.5,6.2,Regular,4,Secundaria,Buena,4,No,77.2
S1684,17,Masculino,3.7,2.8,3.6,No,81.8,3.6,Regular,3,Bachelor,Buena,4,Si,59.8
S1685,22,Femenino,2.0,1.2,2.7,No,67.2,6.7,Mala,6,Bachelor,Regular,8,No,55.4
S1686,22,Femenino,5.4,1.8,3.0,Si,75.6,6.9,Regular,0,Secundaria,Regular,1,No,69.9
S1687,21,Masculino,2.2,1.5,1.3,Si,89.8,6.5,Mala,5,Master,Regular,9,No,71.6
S1688,23,Masculino,5.0,1.8,1.6,No,100.0,5.7,Buena,6,Secundaria,Mala,7,No,92.9
S1689,18,Femenino,4.1,1.9,0.2,No,84.0,4.0,Regular,6,,Buena,2,No,72.4
S1690,18,Masculino,2.5,1.8,1.2,Si,88.3,6.9,Regular,1,Secundaria,Regular,6,No,70.5
S1691,22,Femenino,6.2,3.5,2.3,No,94.5,8.2,Regular,5,Bachelor,Buena,8,No,100.0
S1692,21,Masculino,1.7,1.2,3.2,No,76.9,5.8,Buena,4,Secundaria,Regular,5,Si,37.4
S1693,20,Femenino,4.9,2.8,0.6,No,88.7,7.0,Regular,5,Secundaria,Regular,6,No,88.7
S1694,18,Masculino,5.0,4.0,1.4,No,77.6,4.6,Regular,6,Secundaria,Mala,10,No,88.6
S1695,20,Femenino,2.5,1.9,1.6,No,93.6,7.0,Buena,4,Bachelor,Buena,8,No,68.5
S1696,23,Other,5.6,1.6,0.3,No,86.5,6.0,Regular,5,Master,Buena,6,No,100.0
S1697,18,Other,3.1,2.2,2.5,No,88.0,5.6,Buena,4,Secundaria,Buena,9,No,66.9
S1698,18,Femenino,3.9,3.9,1.0,No,77.2,5.6,Regular,4,Secundaria,Mala,9,No,71.5
S1699,19,Masculino,3.9,2.7,1.6,No,92.1,6.0,Regular,3,Bachelor,Regular,9,No,77.8
S1700,18,Femenino,3.3,1.9,1.3,No,100.0,7.0,Mala,0,Bachelor,Mala,6,Si,67.7
S1701,24,Masculino,4.7,3.1,0.9,No,74.9,4.9,Buena,4,Secundaria,Regular,9,Si,96.4
S1702,17,Masculino,4.7,1.2,1.8,No,81.6,6.0,Regular,1,Master,Buena,3,No,83.1
S1703,24,Masculino,0.9,3.3,1.6,Si,87.3,6.5,Mala,6,Bachelor,Buena,5,No,37.9
S1704,21,Femenino,5.5,3.0,1.4,No,92.9,5.2,Regular,6,Secundaria,Buena,2,Si,76.3
S1705,21,Femenino,1.0,2.1,1.0,No,79.4,8.7,Regular,1,Bachelor,Regular,8,Si,52.6
S1706,20,Femenino,5.0,1.5,2.2,No,56.7,5.5,Mala,2,Master,Regular,4,No,83.6
S1707,24,Masculino,5.2,1.4,3.6,No,98.6,5.7,Buena,4,Bachelor,Regular,6,No,92.0
S1708,24,Masculino,1.9,3.1,2.0,No,92.6,5.3,Buena,4,,Mala,6,No,53.2
S1709,24,Other,2.9,4.0,2.9,No,67.6,8.7,Mala,4,Secundaria,Buena,5,Si,56.4
S1710,23,Masculino,1.8,1.7,0.3,No,78.9,7.2,Regular,5,Secundaria,Buena,1,No,58.1
S1711,18,Masculino,3.2,3.1,2.0,No,100.0,5.4,Buena,4,Secundaria,Regular,7,No,70.9
S1712,17,Masculino,3.0,0.0,0.6,Si,99.5,7.8,Regular,4,Bachelor,Regular,10,No,98.7
S1713,20,Femenino,4.7,1.8,0.2,Si,94.4,6.7,Regular,1,Bachelor,Buena,8,No,83.3
S1714,24,Femenino,5.5,2.5,1.0,No,83.2,6.8,Regular,0,Bachelor,Buena,1,Si,80.6
S1715,24,Masculino,5.6,1.4,3.1,No,85.8,6.1,Buena,0,Master,Buena,10,No,91.3
S1716,19,Masculino,2.7,1.4,2.8,No,83.7,5.6,Buena,2,Secundaria,Regular,7,Si,63.5
S1717,20,Femenino,3.2,1.7,2.1,Si,96.3,6.9,Buena,1,Master,Regular,4,Si,66.3
S1718,24,Femenino,1.0,2.9,0.1,No,76.2,5.8,Mala,4,Bachelor,Buena,6,No,49.9
S1719,20,Masculino,2.3,2.3,1.6,Si,76.9,8.7,Regular,0,Secundaria,Buena,9,No,68.9
S1720,18,Femenino,4.9,0.0,2.1,Si,95.1,5.0,Buena,3,Bachelor,Regular,5,No,94.2
S1721,19,Masculino,5.9,0.0,2.0,Si,84.6,8.3,Mala,3,Secundaria,Buena,8,No,100.0
S1722,20,Masculino,1.6,1.8,0.0,No,98.8,6.4,Buena,3,Bachelor,Buena,5,No,58.6
S1723,17,Femenino,2.6,3.0,0.8,No,78.3,6.9,Buena,4,Bachelor,Regular,2,No,53.2
S1724,17,Masculino,3.5,0.0,1.7,No,84.5,7.5,Mala,4,Secundaria,Regular,4,Si,70.5
S1725,21,Femenino,3.9,1.9,2.4,No,75.8,5.7,Buena,2,Bachelor,Regular,2,No,64.0
S1726,19,Masculino,2.3,1.9,0.0,Si,85.1,7.5,Regular,6,Bachelor,Mala,7,Si,77.4
S1727,19,Masculino,4.1,4.2,1.6,No,70.2,3.3,Buena,2,Secundaria,Buena,7,No,57.4
S1728,21,Other,2.8,2.0,2.0,No,80.1,5.6,Regular,2,,Regular,3,Si,59.9
S1729,20,Masculino,3.5,3.0,2.7,No,70.6,5.4,Regular,5,Secundaria,Buena,7,No,66.7
S1730,19,Femenino,4.3,2.7,2.6,Si,91.9,5.0,Buena,3,Bachelor,Buena,1,No,58.4
S1731,17,Masculino,3.5,0.0,2.4,No,92.2,6.2,Buena,4,Master,Mala,1,No,63.6
S1732,17,Masculino,2.8,3.4,0.9,No,67.7,7.0,Mala,3,Master,Regular,9,No,62.6
S1733,24,Masculino,3.3,2.8,0.0,No,98.3,7.3,Regular,2,Bachelor,Buena,6,No,70.6
